name,Photo URL,Created At,Updated At,objectid,title,creator,date,date_range,description,condition_notes,language,building,room,wall_row,shelf,notes
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/5f690310-2555-4e7e-bcd8-826cdee0c699/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152047Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=77369ab16e4ccae5758e73e8b37bcdd50be805b334b6390e5167955e21d9901342fce5e793c5b58811fcb7d615281d29501a5acae8bd5e8499184125c7805f84171ddc96f9170f94708c180839ba224b46093a39c77528a68134e5cca6fbb57a66d5f38ef5116ff300d85768f14ecf45fe849c512531dd32c663a7da90925d14cf6bafe8feef0518a0f56ed0a5eed5ae344f82960c4ca91d1d600aa0c956314f7e33a158ac1cdc3b297576a2b43451eab12fdb765a939a9713c43fbc9a0012b006052bd6938488ae517c0573b90e8f5d31a6aaccfbc03d558ea21ad37ae1d0640bf953dfeb95413b20be455d6c4cb2108e6ec7511135cae5e27c15eefb46e20f,2026-06-12 18:20:15,2026-06-12 18:20:15,150,L'Infanterie Française,A. Dally,,,"It has a mottled brown and tan cover with a black spine, with some discoloration and marks, and it has gold lettering.",Some discoloration and marks.,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/174db50d-c45e-40cb-92cf-81a69a4e1494/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152047Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=8b38f6aee030f9fb39d6b6f091a1f107401a7eaca2144156f352a7c3b97b52ec566e8dbb63f75c4dd072189d0cea949636f1fadb78ee08f1d2fb936ba8a03459a7d637dae34879c1e9a68b134d63c34d4baed104a8dd095d9d09a3ab9c307f837de9bc401f703e8d61183650ad2f20311456577ef2b800fca9afea9bca4feb0dca6e941214f6a5c1bd0388019e69695d41450abb9d75dfb867b209c896166ec07fb72b205ee272adb548e7a43aca75e3b00d3dbbd850add8c396ac00c918452017ca00323d517a4c54b4418d9a0846be245f226c4210033a32d5fffc0442ae41117b007f8f7e5c47587014e224d4b6664467f4af3e1ac879b6b841c0ca809440,2026-06-12 18:20:15,2026-06-12 19:04:14,155,La France Militaire Illustrée,Albert Depréaux,1885,,"It has a brown cover with gold lettering. It has faint, ghosted background imagery depicting small, monochrome illustrations of soldiers, military gear, and weaponry printed across the title page.",,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/dda6b1c6-5df9-455a-85b2-2f35808ccb03/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152047Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=57c5c96cb65d927e510f697796dfa84c027659bcb099d232d0902f4048cb93c9b4771707949c596179771d6fbcc64b204a6874af6becb362ed5e8e765a1097fc12e950f5282cda2f5a15e450ce68820d9f0ab519bdbf5dcce061ee67906d2dde7049f5329efbded331622fd69b45db8eee7fe54861c3cb6d6099d649a2981664188cba9717dc30eab43818957e138154d1905fdacd16b39b9685a030caf97644b91841a176a2bdf7febf9807a6c8e1560defe87232a3fdb48ce2951661fc249d5c13f482af1eb521cddda2365852639615c3e1ae9f9172610664f0f4514e0393b0bf71415e348273a4e1920d70309d6e3af2ae1b58de32be2cf4b92b52956750,2026-06-12 18:20:15,2026-06-12 19:01:41,156,Les Uniformes Des Troupes Coloniales De 1666 À 1875,H. Malibran,1931,,A thin volume with a tan cover and colored illustrations on the front cover with blue lettering.,,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/6a62b98a-330f-46c2-996b-e50f304c5b11/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152046Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=864b7d85ed9d3e804257bc390b6a77ecdc1afcf2e65c218936eea6e82f77d5552dcf8dbd31ac8f5859ec7242a7914cc322508ac062fd49e2d93153a97231cd7cbdc153b66744d729042305434b72cf7c27d4920404e40efdab798b577313539eb058e0fd4a1623e087e0d9f5080a2346d1df9d489bfb19445b665b59c3c9649f751379844d81c086f9d50452854afd590917a0ff8c6eb0e0940b1748e7fb886651200cda3433817c71af25fb9f46e174479c53b311bbdae4abc18a3c9d282eb5e281cff09dcbde4e713e30da6b6baf668fe5efd362f3a6cade2303642d9b908039160f608f3444291e1290bea93b3bc31c9362afe1ad8a5b7605ed6d6ae8f0d5,2026-06-12 18:20:15,2026-06-12 18:43:15,157,"Guide À L'Usage Des Artistes Et Des Costumiers, Contenant La Description Des Uniformes De L'Armée Française De 1780 À 1848",,1904,,It has a brown cover with gold lettering.,,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/4fad7e52-0c4e-4c8e-9a4a-3341eb156862/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152045Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=0c7085390ef15240cae0d34b96a1a0c3edeadd954e829972f08cb38b31f36463bc7eea34f90a76dba50287ab5fcf336513d30d0baffa92c90187a4b389bcb83c2faa88e52df5d8b4ac640cdbb72738c5185199aa7ee032d407032370f3c556d675f2ce7d0bde88849a45ff3798f8906b4fba25d35026dc09b8aee61dcaa6bfd83b9ea2a2d9ad3163b52cbf24a29d96b49fea865cae9abf2d987d7c904fede555421465cbbcc7cd0073a530788af9919873384716ec31567f054326c8c249960752d4b45cdf080a998aa55f9b8ec247879b2208d3593cc9ea75c5fa15f2ed66be9b5c145c00784bf10fe6cc5eac33fa8e2407b638de6244cc8ee215b4f8a40b85,2026-06-12 18:20:15,2026-06-12 18:20:15,158,"Album Du Guide À L'Usage Des Artistes Et Des Costumiers, Contenant La Description Des Uniformes De L'Armée Française De 1780 À 1848",,1907,,It has a brown cover with gold lettering. ,There is a loose leaf insert inside the front cover.,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/899a2ad4-37d2-44c5-93cf-4e011405e481/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152047Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=9990cbc1777fe1d85589911524323af62477c864aedff4379606fb4c689a37e247de875d447de10703768135ece8e58586c6e81525210feff77f4f7a0c42a0933709f803c0ee028000a784b545a2250274bdd82a21a90f65ece39781abf1396106521a4d33d6703683bba4cd0c9eb3af106cc5bc8fc33cb88480f46034bc93371b04c4122f83c9fd4abd03fb2a1e9f93fe5d6fa6d10070c6223635c37de91df76521f7f83f2021d2fdc03c58345b60bbd3a60bd473cde6f471ab4cd549411aae151dbfe6fa2a54897c4521913ff4ba42b3f32e2a00cc4ce8067600d1bdf95ba9b432a99f12a6ecce538025e05fbb453442c16c1f400ca2975a9dce89e23650eb,2026-06-12 18:20:16,2026-06-12 18:20:16,160,Le Passepoil - 5Me Année,,,,It has a brown cover with gold lettering.,Appears to be in good condition.,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/e0f51a3a-1c6e-4018-98a5-b5e6ed08db08/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152047Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=83bfd43438063efb83e07e660754f50fa0c25ddde39d2e76b7eeb8a02c4eabe722f6097d3529e911b2d8e4ba4c746c0a7948cefd7ccc738ded8f8d2e5a62f41a5db249ed42beefbe358ff9fec818605bb1549b148e7802c1e61f29f21d3d7b64695b8ad45a7aefb664cb653b3ea9b1eb07745af675bbf612faf5f469cf97685412686f1bfed6f67801630be447ef95105fc33519e5860fbd0020e859a8cff454c66a47452a00fd13cccc4749401bc28779fff6c41b33a48db7dface218c969f0a6539fd8d4f009c131dfd762ad51faa9ddfbc30a4bedddc17bec3478192121aa8e315718c27c2901fb8f83c4cb32d57a819f2e6d3a2f15a34944bd23b9917062,2026-06-12 18:20:16,2026-06-12 18:20:16,161,Le Passepoil - 8Me Année,Commandant E.-L. Bucquoy,,,"It has a brown cover with gold lettering, which is slightly faded. The spine appears to be in good condition.",Gold lettering is slightly faded. The spine appears to be in good condition.,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/fdac5b0d-df92-4c9e-8da3-277e1616f32d/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152047Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=3e8a9a34dee2b76d9b9258587f3a32e1f5c157d8b8a2dee1e695cba3be01c54113a5fed1653b68d450ecbfdc5b16c9eae25e406513c690a7624dd77dced08b67a140a8692f18f66ecd038914561d6da4c8fb92d79de6380ad39eb5d4c84ecdd4a4a4574ac20b9e1b9a8c3f67bb377cc6f45cb348b3d850ae08196e499123733b3b55a63ba54ef5bc4ad9ae0ef20599a2e403df6ba4a3ab2a6162c0bfcce0672a02643f830b5de84b4713967ad8b1e3687db12f55b18fa8af68d8c9b73798b415e0765a2229306e0ca5701404eebf4fb10208ac7fd7e7ece26ad818b689c59741f2ff7e5fbb427be8e637cfb85d5a0e684fed43e3db7119ffd60b363af2d40acd,2026-06-12 18:20:16,2026-06-12 19:10:28,162,Le Passepoil - 11E Année,Alex Cart,,,It has a brown cover with faded gold lettering. The spine appears to be in good condition.,Faded gold lettering. The spine appears to be in good condition.,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/cc1c8abb-52c1-4167-8de7-9ba438e02261/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152049Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=a866d140bb709a6231c3e140d5d24271dbf59f8f39ea32726566384fdb31edc4717115b771ce19ece0a1fa3497c3dff0ec7383cf8fc702397d56a225fdf366c1df4e282f3604c824a9dc60fcc567c6a79087eb7aa4165e2e7a99ba37c5611f4a8c0d5756752a25ff219d7a672b2ec7795d57480ed25e2002514ecca00b656f6c5cdf49d51ce27355019bdb5b30aff9687db4a34d0a4a04a6b4552efea7ac87dd28f4bb814cd74134e376cef62289dc455d46bc5fe3c69737789dae3e7bef8ecf0da106bb7ccc2d175c3cc9e2a6a0b65315d4d62e85394781da47b31980495c432f3a67264ea01fe914af83d0776d983b0a1380a78cd296815520b49a3ba6b225,2026-06-12 18:34:40,2026-06-12 18:34:40,165,Uniformes Des Régiments Français De Louis XV À Nos Jours,Marius Barbeau,,,Object 165 has a delicate paper coating over the cover and is a tan color.,Delicate paper coating over the cover.,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/1b54cdf9-b833-4ff2-89c9-f0ba0298e5ba/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152045Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=303d6a7f06cf07574fbcdfd01796722a87fec1f686b4d2da482d7ee9c1b5e0abd2a207d2f35755ae1f1e1253ca2391d1d9115d1fb87ee00dd312778cc5abbb4cc19b7a75c8f2c6c6fe640f78cc8e80237133d137197a1032a1f7bd65d121924d86e5cb2ed845e3e04b8d917e362b47c68a4145b51b015931758e0eefedda74300bee1e28c4805189321c60187605606f9e056aa881b4837e2c1c7f8d85447f64cb5d56933f9a9bb439149e9286feb5bb61e1922d2a9afe3cfafb8d4976723b8fda41766a813d48a00b9ace85ee5d02ae4c2849133c7f35773b5f9cc4b1f6ddc75976e31d22c4ad0f89fdf7c2f5dfdd16ad8daf76a64c8a74dddc1f4e98b27ce0,2026-06-12 18:34:40,2026-06-12 18:34:40,166,Assomption Sash,Martin Lezius,,,Object 166 has a light yellow cover.,,English,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/7228449a-3251-4957-86f9-3d0000c0d320/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152046Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=7a631634a68b06e9b8938cf6a933fb166ed94fc43f95812600014c7ee220bb3ea7ff2559d0dfd2eeae7ab82c517e32b77e16fa054aebe44a2502860573bfed1263accafc92f2cbeccb5ae0b6cb4464ee815fd7030bc0382e7ee422092b182db634dd54143166b2bb6d22aab6b18ee6939c2b803b9c127e4a954f001920194310ed7cbdfad9fa0fc262b1f9698f7626301d4704f0b3b8bb9ada6027acf82a5d50242fa78427ddc7384e3ff395323d1b6fc85a2dda329025f094d2dacf4b4fc310fd76c5c378e7f0d4c84a0ede1e9f9601abe99fff09bf804212f0ee31e6d12642040780668bfa8ed855d6731fba390af056772d641b96101ba3a4d4a5f28ecffd,2026-06-12 18:34:40,2026-06-12 18:34:40,173,Das Ehrenkleid Des Soldaten,Capitaine Maurice Bottet,1936,,Object 173 has an orange spine with a blue box with gold lettering and a dark blue cover.,,German,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/bf307622-feb1-4586-8f2d-a994b7dd1d8d/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152047Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=876a6190922f40cc04079ee8cb3c9c6014bb62ce72a93588172dde683a16f5047705632277576807c7ce5da419bea50fe820f42fee41727dbf5871dfce683a02d7ac03c81409036e14a6ad81c03bd19462480444a555179af878b911dabd88f366ab6e2271614e84ba8699d139a2b87384944e12b1b13116818ffaa89700720b4ae740a45926f402a28dc2c1c12b582838194a0b3f32b6dbc9ca7e7939f29a063b7e34d84a235ab58d280f96434cdd59e188a9acd3d0e656b78f94c01b0f1d432b3488561a643a0bc2a6873dd661a98ccbe5e87bc6408443d0db48dd4b5eaf65c48869e910f1c1601867e45979cfcc07421c0d76e685fa688f081090a403ab74,2026-06-12 18:20:16,2026-06-12 18:20:16,175,Le Bouton De L'Armée Française,William L. Calver,1908,,It has a brown spine with brown black and red marbling.,,French,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/eff31b3e-8642-4e90-abca-ce41a40a9ac6/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152049Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=9ca5655f62ed0d390ef4ac37b24c59954a0727b00a9c83c9749f9e8bf94303eb463a7e6b74cd874fb92c3cd174bd5caa5cfc4fc284eecb522bb35d98ab16bf26365544bc36153586bafddc56778ce72ccc52d8a61daa0cc9bb0ff1778a1fa5f00a317075f9f77434d5cda245e5288b6c4d3684b4312a6586e9a96c43fc5b8f2906716456cd3e1b65e98adda25ad4b5f1d44a66ad6c0bf4bd9f91ceee3c73f1e0b2fc2e3e1e6cb277a7a4cb090783719f26e809b9f91268c8ca341079c1b2e0b4dcc053a0318c2fba40a73f8f1ee72182b3b0f2203b47038661177218e823024342c87755b07c7ce4ab0d7598aff3a80c142b9f7ca30e0e33dd67986dae98bbc2,2026-06-12 18:34:41,2026-06-12 18:34:41,176,The British Army Button In The American Revolution,Luis Fenollosa Emilio,1923,,Object 176 is thin with a red cover and gold lettering on the front cover.,,English,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/c0e5cc9b-7518-407a-8b2d-50b3483077c6/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152049Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=983d6fa4c9211afce3a558784beaa7d732a15f589b155fdbdb08446f88dee8075c241e47271c08ab870119d576f5e07a67d20c0b6160d581f885a2bdfcec059911037fe64b02ff3727170a51c0cdd7709f9168fb20e45d5d64154f8f39f7cc36da785087a95ffee3de5e179c6fa1b40c117196074aad7e0e6a881818fa92397cba322b9f6742cb32840d3b042f1c3a1c8fc42289522e36c9a2a486ebf1e4220893b2501466471d3019afa3c865ce0b915c228e3184f3ab21c2eef19e97c8c05ac7f43ca16988cfae6a313a95dbf4c01f67cd49b26d1e89307d0c76ace52bdcc370295f32a86f9a76692bf848e33bdd6a11e6686235971cae200959853a619f22,2026-06-12 18:34:41,2026-06-12 18:34:41,177,The Emilio Collection Of Military Buttons,David F. Johnson,1911,,Object 177 has a dark green cover with gold lettering on the spine.,Some slight miscoloration on the bottom of the spine.,English,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/fce4d7c1-873f-428e-94fa-794688d3f359/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152049Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=5f3f393571dd4cffa664a3e1af30e82a981ce42248db1fd878cbd7ea8b20c28de01df88361dc912bf4a6e369cd2725a17f866bf84fc166ff401a18ef63f30970efd5cb8c4b8dcf0b71decc59125789c73d4e6a2e4bd90559687e61d3eb1056f473b6ef64972b90f489fab06b399df0582ee22aea4abff63724922147cc81c194130237b5100c92e22f7a031e4b9938fdc04fe0fa032ffd19990162642f287a2063b07672cb71d37b08809f56c9078a6008e37ffff3f5141e224d80ab732d6ffe62d2bb087be107a40840fc9026a87e5ec33dd91dd071de0de2ed99969211bf6fb0da9ddf134e2a7d230be0395d1da2cb1cfe10224d1ae638252d7f2f26f93103,2026-06-12 18:34:41,2026-06-12 18:34:41,178,"Uniform Buttons: American Armed Forces 1784-1948, Vol. I Descriptions & Values",David F. Johnson,1948,,"Object 178 has a partially intact, but tattered blue and white dust cover with red lettering. Cover underneath is brown with gold lettering on the spine.","Partially intact, tattered dust cover.",English,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/1046ea98-1cde-4886-8e31-a81214fa32ef/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152049Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=96af72ff62b69cfb54a708202f240b4dd0231860ff26b62eccbe718d97d5010f4c2325aa04cf29194feac377f3b93395d96c8d0ec15f16fb418fba36058baa9784c16b2449e71a4a0ae50c7e0429ab2afd066e1a983a5583e8c59e2780b4c0dd7cdb47a9bd3d91ebc89bbe84d2f6aae1961fe2914982db10c84878b8c7d6100630388c329a26809c713a4a4830ba9da4b3753aadb65da92bb82542235e6721648ee9d1184c565c61e307292503249c08df88176ced732d62c93000e23ebe59ad625e633a8897521f80ce1ece3411429b8c194d614ce637d2782e2630b800289776cdb72fc0e5d497edb149e707fbf14293c50808b7d5f64538ce2f2c59b8dfc6,2026-06-12 18:34:41,2026-06-12 18:34:41,179,"Uniform Buttons: American Armed Forces 1784-1948, Vol. II Illustrations And Index",Reginald Pelham Bolton,1948,,"Object 179 has a tattered blue and white dust cover that is partially coming apart, with a brown cover with gold lettering on the spine underneath.",Tattered dust cover partially coming apart.,English,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/4d7684d4-4b90-45e4-b916-50f1b5cb2a14/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152049Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=52f37a3d8ab3757be4ec4c8944a9642b2dfedd576cda23622e4332e3963710e3de38680b2626335bddac96b4a98b3a79b721c4a6bfadf02ce1102eb6a30e922d2fea709128d145bfd692796851aa1ecdc385104ba3ea5264b361f8d5f4d0a98709443d65bf03c5db2c87488598ad639af66c3a223df2b6ef31552b42849113098deccca689708965d72fcf1a1a12875bbb91c7cbc24239471abc7d6566edebf7d2788d23e7343efd22a986d991caccb435d313ac4112f44febc5b7d147cd11e02339ece34513a34777e64a0e43323fd2c43a0c55edcba213c2b7f55759927e07380b2f9ebcb6bca5e4f3c1cf0850cd81d401657621c0e15d09d52a6478e7b846,2026-06-12 18:34:41,2026-06-12 18:34:41,180,Relics Of The Revolution,Alphaeus H. Albert,1916,,Object 180 has a tan cover with a slightly tattered white label with black lettering.,Slightly tattered white label. Moderately foxed paper.,English,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/d554a925-72be-4373-9df5-1aac1758d895/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152049Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=aa88734c18ee4f50c352bb1291e4dc443442ea18ab14d8c03b76b7a2f305c1b5723006fc068dd4ade44bf44e90627d582ccb8551bcd792b9afe7153a93f1ecce40bf37f84d7aa74187bb4b2be37661181d2d3c16f7f71ba33fe6a764b9e35f11b8b30de20d9e1660a4988210a30de6c7d5c409baba7ef655edb2b8d141d4ef8d2e33aaf1722c72e8c40a6c1c7b1c12338d7be4d4f12431f077f5e8b5bb971995dec4289893b9617c94dd9694ef03cca418b1a6e91472eb90e0cc1590358473900fc18a82c04ccfea9c29b050753adc843a83e73899a3aa9f6f2ab775131c3d0b30387ccec57f74e37d4786bd17685975c90d11b364673e72f35a3c3a9866f204,2026-06-12 18:34:41,2026-06-12 18:34:41,181,Washington Historical Buttons,Fred. W. Lucas,1949,,"Object 181 has a blue cover with white lettering on the spine and cover, and the dust jacket is slightly tattered. Author signed.",Dust jacket is slightly tattered.,English,TPRC,FF6,1,1,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/8a92e4fa-ec38-4d1c-8a9e-814f97558b68/e5d58195-44f2-40ee-a143-e460f5ed45a4/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260615%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260615T152045Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=ab6a883e8585c180ce153ee9789c84c333fab0690e2bf4f03332b17f48e916da01cf3d0ea282ff5a8d01f3eff1b89db44074bbbf9ab7ca7a94c8b7e378e100b0a6c970d94e6bfc7b47e4b7088aa7d3e61cfccd14fcd68b3227c3a5e79efe920ea0500213534533779323ddd709e7a8c6aa50a64d3cb4adcf7a2aa04765d32fa50b805007a4bc735d17013f5747cf3517c0723d7ef2528a497b947260b2136d7d26ea6d263990d27e2c8a5e4d49ace3acceb65e40687c6b415404aa85112e412329f33410f7d6a4b5ae48a47c80905d01455e55dc2e57631d0cc3774d2bafff14c5f434a03170e743ccd4dee6cce0311049f62cd42df48e9aabd02069352c039f,2026-06-12 18:34:41,2026-06-12 18:34:41,185,"Appendiculæ Historicæ; Or, Shreds Of History Hung On A Horn",Steven V. Grancsay,1891,,Object 185 has a brown spine with dark lettering and a tan front cover. Published in London.,,English,TPRC,FF6,1,1,
